TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,M1,M2,M3,M4,M5,M6,M7,M8,M9,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,DeviceType,DeviceInfo
1062,0,349555,60.25,C,411112,370,150,amex,129,0,311,311,8.0,8.0,family.doe@gmail.com,family.doe@gmail.com,T,T,T,T,T,T,T,T,T,2,2,2,1,1,58.9,22.8,43.7,33.7,50.6,0.199,-0.337,-0.297,-0.085,-0.271,-0.392,-0.542,-0.78,-0.483,-0.051,0.503,-0.332,-0.606,0.803,-0.572,0.047,-0.468,-0.359,0.193,0.231,mobile,family-iphone-01
1063,0,227225,89.99,C,522223,265,150,discover,102,0,144,144,2.4,2.4,upgrade.d@gmail.com,upgrade.d@gmail.com,T,T,T,T,T,T,T,T,T,1,1,3,3,1,54.0,13.1,14.1,55.7,33.4,-1.093,0.738,-0.666,-0.781,-0.128,-0.919,0.33,-0.114,-0.443,-0.35,-0.35,0.04,-0.235,0.148,-0.741,-0.424,-0.428,-0.418,0.376,0.661,mobile,pixel-8-new
1064,0,389642,1850.5,R,633334,139,150,visa,111,0,233,233,13.6,13.6,payroll@acmecorp.com,emp.101@acmecorp.com,T,T,T,T,T,T,T,T,T,1,3,3,2,3,28.1,53.1,43.4,28.6,56.6,-0.85,0.096,-0.533,0.729,0.797,-0.521,-0.467,-0.242,-0.024,0.852,0.177,-0.112,-0.511,-0.363,-0.003,0.052,-0.002,-0.06,-0.6,-0.085,mobile,acme-managed-01
1065,0,245623,55.0,C,744444,665,150,discover,122,0,672,672,8.5,8.5,employee@bigcorp.com,employee@bigcorp.com,T,T,T,T,T,T,T,T,T,2,3,2,3,2,45.5,52.0,41.3,46.1,29.6,-0.093,-0.282,0.112,0.493,-0.334,0.537,-0.256,-0.74,0.687,1.094,0.218,0.007,0.697,0.903,-0.167,0.072,0.036,0.201,0.479,0.116,mobile,corp-nat-7
1066,0,353156,60.0,C,855555,902,150,mastercard,178,0,136,136,5.7,5.7,student.e@univ.edu,student.e@univ.edu,T,T,F,T,T,T,T,F,T,1,1,2,2,2,41.8,27.3,16.0,5.8,43.7,0.552,-0.307,-0.096,-0.633,-0.401,-0.23,0.143,-0.328,0.536,-0.127,-0.04,0.027,0.27,0.529,-0.552,-0.213,-0.134,0.211,-0.385,-0.032,desktop,student-phone-d
1067,0,211146,453.67,W,904225,169,150,discover,181,0,335,335,12.1,12.1,user1067@example.com,user1067@example.com,F,T,T,T,F,T,T,T,T,2,3,3,1,3,50.8,18.7,10.1,42.1,50.2,1.028,0.532,-0.462,0.069,0.312,-0.244,0.717,-0.247,0.496,-0.315,0.254,0.775,0.237,-0.244,0.111,0.362,-0.214,-0.197,0.881,0.698,desktop,office-pc-02
1068,0,83472,498.64,R,904592,507,150,mastercard,196,1,231,231,1.3,1.3,user1068@example.com,user1068@example.com,T,T,T,T,T,F,F,F,T,2,3,1,3,2,26.7,42.7,14.6,58.7,43.4,-0.74,0.19,0.343,0.026,-0.387,-0.216,-0.294,-0.252,-0.351,-0.111,-0.678,0.123,-0.391,0.439,0.191,0.753,-0.682,0.706,-0.058,0.309,mobile,office-pc-07
1069,0,199834,530.71,S,908186,237,150,amex,200,0,407,407,4.1,4.1,user1069@corp.com,user1069@corp.com,T,T,T,F,T,T,T,T,T,1,2,1,3,1,8.3,49.8,31.2,39.6,29.7,-0.24,0.408,-1.077,-0.429,-0.005,0.1,0.727,0.694,0.324,-0.076,-0.643,-0.332,0.397,0.774,-0.459,0.591,-0.814,0.064,0.377,-0.313,mobile,user-dev-30
1070,0,155942,565.42,H,904383,719,150,discover,134,0,471,471,11.3,11.3,user1070@corp.com,user1070@corp.com,T,F,T,T,T,F,T,T,T,2,2,1,1,1,11.9,17.9,18.8,45.9,46.2,0.123,0.488,0.97,0.664,-0.164,0.028,0.08,-0.604,0.234,-0.006,-0.155,-0.142,0.452,-0.207,0.106,0.811,-0.244,0.091,-0.302,-0.051,mobile,user-dev-23
1071,0,250499,562.84,R,907127,636,150,amex,216,0,593,593,8.3,8.3,user1071@gmail.com,user1071@gmail.com,T,F,F,T,T,F,T,T,T,2,2,2,2,2,13.6,5.6,33.8,46.7,12.5,-0.142,0.602,-0.222,-0.538,0.015,-0.422,0.089,-0.89,-0.732,-0.511,-0.309,-0.096,0.396,-0.362,0.001,0.792,-0.571,-0.745,0.037,0.2,desktop,user-dev-16
1072,0,350852,498.83,H,901809,752,150,discover,179,0,378,378,10.7,10.7,user1072@example.com,user1072@example.com,F,T,T,T,T,T,T,F,T,1,2,1,1,1,58.3,6.2,58.5,20.5,11.9,-0.059,0.024,0.073,0.046,0.107,0.511,0.131,-0.573,-0.534,0.559,0.2,0.041,0.001,-0.281,-0.052,0.496,-0.305,-0.085,0.301,-0.231,mobile,user-dev-01
1073,0,143942,633.69,C,907747,498,150,amex,219,0,262,262,9.6,9.6,user1073@gmail.com,user1073@gmail.com,T,T,F,T,F,T,T,T,T,3,3,3,1,2,31.5,21.4,24.8,7.9,41.7,0.362,-0.061,-0.08,0.035,0.182,-0.637,-0.296,0.227,0.647,-0.128,-0.278,-0.711,0.482,0.71,0.005,0.589,-0.178,-0.418,0.829,-0.16,mobile,user-dev-04
1074,0,266393,421.82,C,900350,805,150,discover,145,1,237,237,4.1,4.1,user1074@gmail.com,user1074@gmail.com,T,T,T,T,F,T,T,T,T,2,3,2,3,2,34.9,32.0,36.2,34.9,22.8,-0.986,0.198,-0.808,-0.577,0.329,0.52,-0.879,0.289,-0.531,-0.142,0.096,-0.586,-0.106,-1.03,-0.347,-0.325,-0.32,-0.301,1.205,0.507,mobile,user-dev-13
1075,0,354763,446.63,C,900513,306,150,visa,162,0,201,201,1.0,1.0,user1075@example.com,user1075@example.com,T,T,T,T,T,T,T,T,F,3,2,3,3,3,37.5,7.7,17.1,44.5,5.7,0.642,-0.348,0.851,-0.411,-0.699,0.142,-0.529,0.632,0.717,-0.59,0.048,-0.167,-0.455,-0.411,-0.093,-0.944,0.308,0.164,-0.229,-0.028,mobile,office-pc-05
1076,0,282024,129.63,S,906998,206,150,mastercard,201,0,663,663,6.3,6.3,user1076@outlook.com,user1076@outlook.com,T,T,T,T,T,T,T,T,T,3,1,3,3,2,56.3,54.6,35.3,59.8,51.5,-0.603,0.371,0.204,-0.392,0.037,0.627,-0.447,0.447,-0.016,-0.472,-1.212,0.374,0.133,0.0,-0.019,0.089,0.695,0.789,1.441,0.06,mobile,user-dev-21
1077,0,91377,503.32,H,906015,696,150,mastercard,129,0,407,407,1.8,1.8,user1077@example.com,user1077@example.com,F,T,F,T,T,T,T,T,T,3,1,3,1,3,22.9,31.5,31.9,54.4,43.7,0.095,-0.203,-0.086,-0.108,0.176,-0.458,0.212,-1.109,-0.521,0.888,-1.057,0.463,0.623,0.589,-0.014,-0.973,0.639,-0.307,-0.112,-0.123,desktop,user-dev-03
1078,0,247413,354.63,C,907077,396,150,discover,118,0,444,444,1.7,1.7,user1078@corp.com,user1078@corp.com,T,T,T,T,T,T,T,T,T,3,1,3,2,2,9.7,32.6,47.6,12.2,12.4,-0.539,-0.211,-0.19,-0.27,-0.608,-0.543,0.005,0.193,0.074,-0.436,0.192,-0.099,-0.248,-0.463,-0.255,0.358,-0.092,-0.062,-0.501,1.395,desktop,user-dev-29
1079,0,156450,290.78,C,904714,114,150,amex,188,0,412,412,7.0,7.0,user1079@gmail.com,user1079@gmail.com,F,T,T,T,T,T,T,T,T,2,1,3,3,1,16.2,33.8,19.2,31.6,45.1,0.489,0.601,0.657,0.076,-0.077,-0.128,0.196,0.359,0.169,-0.673,0.689,0.239,0.495,0.026,-0.13,0.969,-0.535,-0.844,0.998,0.12,desktop,user-dev-25
1080,0,201198,637.03,W,900652,353,150,amex,142,0,502,502,11.3,11.3,user1080@gmail.com,user1080@gmail.com,T,T,F,T,T,T,T,F,T,2,3,2,2,3,21.6,59.8,58.8,20.2,8.4,-0.024,0.494,1.523,-0.0,1.146,-0.42,0.07,0.452,-0.212,0.169,-0.076,-0.602,-0.444,-0.913,-0.202,-0.479,-0.473,-0.233,-0.26,0.63,mobile,office-pc-05
1081,0,149086,140.74,C,909255,261,150,amex,108,1,645,645,14.3,14.3,user1081@gmail.com,user1081@gmail.com,T,T,T,F,T,T,T,T,F,1,2,1,3,1,47.1,53.4,27.8,27.6,29.4,0.969,-0.428,0.365,-0.163,0.043,-0.234,0.338,0.777,-0.3,-0.255,-0.331,-0.148,0.085,0.758,-0.484,0.59,-0.584,0.087,-0.624,-0.482,mobile,user-dev-12
1082,0,283140,323.51,C,901084,281,150,discover,210,1,601,601,10.5,10.5,user1082@example.com,user1082@example.com,T,T,T,T,T,T,T,T,F,1,2,2,1,3,45.4,25.9,22.2,38.6,45.8,-0.507,-0.339,0.625,-0.619,-0.543,-0.071,0.068,-0.13,0.604,-0.016,-0.646,0.497,-0.563,-0.214,-0.108,-0.116,-0.129,0.487,-0.315,0.883,mobile,user-dev-11
1083,0,301491,197.02,R,902217,502,150,discover,141,0,125,125,3.1,3.1,user1083@corp.com,user1083@corp.com,F,T,F,T,T,T,T,T,T,3,1,2,1,2,22.8,40.7,44.1,14.0,45.3,0.658,0.424,-0.141,-0.158,-0.214,-0.777,0.68,-0.107,0.339,0.534,0.295,0.083,-0.516,0.871,0.193,-0.226,0.526,0.675,0.407,0.136,desktop,user-dev-29
1084,0,231404,410.18,S,903898,322,150,discover,158,0,552,552,1.7,1.7,user1084@corp.com,user1084@corp.com,T,T,T,T,T,T,F,T,T,1,1,3,2,3,39.6,50.1,16.4,15.2,8.0,-0.163,0.228,0.643,0.133,-0.357,-0.271,0.205,0.126,0.296,-0.012,-0.158,0.718,-0.202,-0.62,-1.204,-0.496,-0.002,-0.473,0.834,0.191,mobile,user-dev-24
1085,0,278673,534.61,C,900954,211,150,visa,161,1,394,394,6.7,6.7,user1085@outlook.com,user1085@outlook.com,T,T,T,T,T,F,T,T,T,2,3,3,3,2,56.0,38.8,32.3,45.1,32.4,0.37,-0.969,0.045,0.412,0.087,0.235,-0.871,0.195,-0.027,-0.34,-0.387,-0.343,0.445,0.131,0.119,-0.324,-0.485,-0.592,-0.005,0.187,mobile,office-pc-03
1086,0,368355,215.96,S,907775,916,150,visa,182,0,593,593,2.8,2.8,user1086@example.com,user1086@example.com,T,T,T,T,T,T,T,T,T,3,2,2,2,3,8.1,33.7,36.1,42.3,35.5,0.652,0.077,-0.547,0.97,0.053,-0.177,0.567,0.773,-0.258,0.411,-0.294,-0.064,-0.254,-0.199,0.648,0.585,-0.354,0.922,-0.099,-0.385,mobile,office-pc-02
1087,0,204592,246.56,S,908193,257,150,mastercard,143,0,636,636,5.0,5.0,user1087@outlook.com,user1087@outlook.com,T,T,T,T,T,T,T,T,T,1,1,3,3,1,16.3,7.0,26.3,52.6,11.4,-0.056,0.139,0.586,-0.827,-0.524,0.908,0.68,0.514,-0.003,-0.107,0.038,-0.713,0.084,0.324,-0.14,0.6,0.106,-0.738,-0.042,0.29,mobile,user-dev-01
1088,0,373405,338.03,H,908857,554,150,visa,116,0,582,582,13.6,13.6,user1088@gmail.com,user1088@gmail.com,T,T,T,T,T,T,T,T,T,1,2,1,1,2,26.6,43.8,54.0,39.6,43.0,-0.442,0.156,-0.164,0.289,0.048,-0.909,0.997,0.536,0.059,-0.645,0.751,0.496,-0.072,-0.214,-0.266,0.668,0.058,-0.561,0.263,-0.09,desktop,user-dev-17
1089,0,270552,259.71,C,904625,886,150,amex,177,1,230,230,7.9,7.9,user1089@example.com,user1089@example.com,T,T,T,F,T,T,T,T,T,3,1,2,3,3,8.9,21.6,30.4,37.5,18.1,0.012,0.294,-0.184,0.02,0.2,0.743,-1.271,0.587,-0.417,-0.188,-0.106,-0.289,-0.397,-0.718,-0.226,-0.925,0.507,0.443,-0.103,0.202,mobile,user-dev-12
1090,0,241499,621.68,R,900004,875,150,mastercard,184,0,563,563,8.2,8.2,user1090@example.com,user1090@example.com,T,T,T,T,T,T,T,T,T,3,3,2,1,1,42.5,22.4,36.4,55.2,21.8,0.501,-0.186,0.457,-0.05,0.054,0.034,0.507,-0.043,0.29,0.3,-0.43,0.462,0.736,0.255,0.203,-0.426,0.645,-0.767,0.072,0.775,mobile,user-dev-21
1091,0,280692,268.67,C,902201,111,150,visa,182,0,247,247,11.0,11.0,user1091@example.com,user1091@example.com,T,T,T,T,T,T,T,T,T,3,2,1,1,1,40.3,27.9,30.1,48.4,38.2,-0.281,0.142,-0.633,-0.037,-0.446,0.145,0.267,0.626,-0.855,-0.456,0.049,0.588,-0.532,0.334,-0.928,1.026,-0.711,-0.324,0.434,0.374,desktop,user-dev-06
1092,0,154494,476.78,W,908835,917,150,amex,178,0,451,451,8.3,8.3,user1092@gmail.com,user1092@gmail.com,T,F,T,T,T,T,T,T,T,2,2,3,2,3,45.4,28.2,57.8,48.9,20.9,1.104,0.249,-0.003,-0.806,-0.164,-0.069,-0.3,0.051,1.444,0.486,0.253,-0.652,-0.048,0.202,-0.976,-0.034,-0.046,0.263,-0.191,0.969,mobile,user-dev-08
1093,0,396576,120.1,H,901383,248,150,mastercard,207,0,522,522,11.7,11.7,user1093@yahoo.com,user1093@yahoo.com,T,T,T,T,T,T,T,T,F,3,2,3,3,1,16.6,45.4,24.0,40.3,46.6,0.226,0.202,-0.341,0.252,-0.02,-0.835,-0.479,-0.099,-0.156,-0.545,0.619,0.799,1.141,0.085,-0.715,0.238,0.736,-0.18,1.081,0.285,desktop,user-dev-23
1094,0,306380,399.93,R,903194,632,150,amex,186,1,284,284,5.0,5.0,user1094@gmail.com,user1094@gmail.com,T,T,T,T,T,T,T,T,T,3,1,1,1,2,10.4,10.7,29.5,17.1,20.6,0.038,0.103,0.989,0.645,-0.526,-0.791,0.679,-0.218,-0.066,-0.244,0.164,-0.207,-0.595,-0.892,-1.196,-0.527,0.612,-0.469,-0.012,0.561,mobile,user-dev-30
1095,0,224904,501.93,H,904337,282,150,discover,108,0,305,305,9.3,9.3,user1095@yahoo.com,user1095@yahoo.com,T,T,T,T,T,T,T,T,F,3,2,1,1,3,47.3,17.0,40.4,55.2,44.3,0.155,0.118,-0.342,-0.165,-1.004,0.355,0.424,0.575,0.674,-0.302,-0.08,0.772,0.54,-0.369,-1.18,-0.114,-0.534,0.031,0.485,-0.724,mobile,office-pc-05
1096,0,198408,10.12,W,905986,647,150,amex,110,0,396,396,9.9,9.9,user1096@yahoo.com,user1096@yahoo.com,F,T,T,T,F,T,T,T,T,3,1,2,3,1,21.4,26.5,10.9,42.9,31.8,0.403,-0.354,0.05,0.125,1.655,0.266,0.036,0.495,0.191,-0.692,-1.294,0.003,0.493,-1.207,0.453,0.047,-0.418,0.681,-0.286,0.193,desktop,office-pc-04
1097,0,320318,611.54,R,900751,348,150,mastercard,101,0,151,151,13.6,13.6,user1097@gmail.com,user1097@gmail.com,F,T,T,T,T,T,T,T,F,2,3,1,3,1,50.0,10.8,32.3,49.0,17.1,0.177,-0.496,0.535,-1.314,-0.193,-0.399,0.647,-0.099,0.619,0.723,0.227,-0.819,-0.377,-0.25,0.2,0.19,-0.665,0.392,-0.507,-0.177,desktop,user-dev-03
1098,0,149924,72.18,H,906820,810,150,discover,188,0,311,311,2.6,2.6,user1098@outlook.com,user1098@outlook.com,T,T,T,T,T,T,T,T,T,3,2,2,1,1,38.6,7.1,14.9,32.5,57.3,-0.609,-0.626,-0.028,0.039,0.023,0.249,-0.22,-0.042,-0.547,0.645,-0.341,-0.087,0.093,-0.728,-0.054,0.324,0.219,-0.728,0.556,-0.111,mobile,user-dev-11
1099,0,102604,42.69,C,900477,596,150,visa,109,0,555,555,9.1,9.1,user1099@outlook.com,user1099@outlook.com,T,T,T,T,F,T,T,T,T,2,1,3,3,2,17.7,11.1,17.5,18.0,27.7,0.326,1.002,0.594,0.296,0.504,0.179,0.145,0.67,0.211,0.435,-0.317,0.086,-0.25,0.308,-0.066,0.11,-0.369,-0.17,0.429,0.36,mobile,user-dev-11
1100,0,260132,149.15,R,908016,982,150,mastercard,175,0,573,573,4.5,4.5,user1100@example.com,user1100@example.com,T,T,T,F,F,T,T,T,T,3,1,1,2,2,36.9,54.1,37.5,13.2,36.6,1.4,0.045,0.546,0.14,0.015,-0.13,-0.56,-0.111,0.276,-0.886,-0.354,0.109,-0.074,-0.028,-0.14,-1.216,0.281,0.31,-0.131,-0.175,mobile,user-dev-20
1101,0,164831,459.52,S,900023,981,150,visa,149,1,440,440,8.2,8.2,user1101@outlook.com,user1101@outlook.com,F,T,T,T,T,F,T,T,T,2,2,3,3,3,36.6,16.4,42.7,39.1,23.5,0.548,-0.248,0.402,-0.255,0.466,0.156,-0.141,0.031,-0.483,0.538,-0.179,-0.616,0.04,-0.27,-0.317,0.536,-0.485,-0.659,0.014,-1.012,desktop,user-dev-14
1102,0,198194,213.74,R,908731,399,150,discover,179,0,167,167,3.2,3.2,user1102@example.com,user1102@example.com,F,T,T,T,T,T,T,T,T,1,1,2,1,2,57.7,9.2,14.1,11.2,13.1,0.198,0.274,0.102,-0.032,-0.656,0.379,0.515,-0.236,-0.717,0.393,0.321,0.044,0.891,0.124,0.308,-0.521,-0.338,0.564,-0.491,-0.729,mobile,office-pc-08
1103,0,357959,548.5,W,902431,461,150,amex,158,0,264,264,10.8,10.8,user1103@outlook.com,user1103@outlook.com,T,T,T,T,T,T,T,F,T,1,1,3,3,3,48.7,13.9,11.4,59.7,36.6,-0.448,0.174,0.218,0.753,-0.699,-1.192,0.326,0.437,0.61,-0.095,0.081,0.078,0.776,-0.359,1.085,-0.369,0.738,1.101,-0.57,-0.17,desktop,user-dev-19
1104,0,328465,583.22,S,900657,242,150,visa,139,0,511,511,9.5,9.5,user1104@yahoo.com,user1104@yahoo.com,F,T,F,T,T,T,F,T,T,2,2,1,2,1,38.4,15.7,34.0,48.0,47.2,0.07,0.197,0.44,-0.61,1.316,-0.359,-0.457,0.358,-0.477,-0.361,0.696,0.256,-0.635,0.476,-0.444,0.217,0.459,0.035,-0.194,0.507,desktop,user-dev-06
1105,0,193086,475.28,R,909797,188,150,mastercard,126,0,586,586,14.8,14.8,user1105@corp.com,user1105@corp.com,T,F,T,T,T,F,T,F,T,2,1,3,2,1,5.4,40.1,20.0,14.6,30.4,-1.01,-0.459,0.296,0.897,-0.143,0.563,0.187,-0.38,-0.502,-0.298,-0.023,-0.356,0.074,-0.28,-0.222,0.68,-0.168,-0.195,-0.208,-0.356,mobile,office-pc-02
1106,0,208319,26.26,W,906115,624,150,visa,208,0,266,266,8.9,8.9,user1106@yahoo.com,user1106@yahoo.com,T,T,F,T,T,T,T,T,T,2,2,3,1,2,14.0,20.0,28.1,55.2,24.6,-0.152,0.595,0.553,-0.234,0.033,-0.316,0.693,0.468,-0.977,-0.275,0.353,-0.673,-0.24,0.722,-0.085,-0.208,-0.816,-0.449,0.602,0.049,mobile,office-pc-02
1107,0,296003,226.48,R,909030,819,150,visa,153,0,178,178,2.2,2.2,user1107@yahoo.com,user1107@yahoo.com,F,T,T,T,T,F,T,T,T,1,2,2,2,3,24.9,49.9,53.9,37.9,47.0,-0.43,0.659,0.903,0.165,0.17,0.971,0.224,0.28,0.186,0.187,0.675,0.363,0.043,-0.197,0.13,-0.831,0.23,0.063,0.16,-0.578,mobile,office-pc-01
1108,0,142349,591.28,W,901488,249,150,amex,174,0,460,460,2.8,2.8,user1108@corp.com,user1108@corp.com,T,T,T,T,T,T,T,T,T,3,3,1,3,3,8.8,50.1,47.0,34.1,44.4,0.299,-0.068,0.001,-0.047,-0.175,-1.122,0.857,-0.468,-0.764,0.122,0.297,0.687,0.741,0.592,0.522,-0.062,-0.51,-0.046,0.031,-0.433,mobile,user-dev-08
1109,0,352486,95.26,S,903701,667,150,discover,137,0,293,293,12.9,12.9,user1109@example.com,user1109@example.com,T,T,T,T,T,T,T,T,T,3,2,1,1,3,32.0,10.8,29.1,41.2,9.7,0.314,0.397,-0.195,-0.125,1.231,-0.624,1.249,0.538,-0.355,0.571,0.255,-0.015,0.423,-0.684,-0.141,0.778,-0.348,-0.197,0.176,-0.696,mobile,user-dev-23
1110,0,329470,436.01,W,901632,855,150,visa,206,0,610,610,10.3,10.3,user1110@yahoo.com,user1110@yahoo.com,F,F,T,T,T,T,T,T,F,2,3,3,2,1,21.7,39.3,46.8,41.4,33.6,-0.559,0.027,-0.159,0.565,-0.625,-0.019,0.228,-0.581,0.844,0.094,1.028,-0.06,0.401,0.372,0.326,-0.432,0.304,0.07,-0.469,-0.732,desktop,user-dev-11
1111,0,337676,284.5,C,908302,157,150,discover,133,0,486,486,9.4,9.4,user1111@outlook.com,user1111@outlook.com,T,T,T,T,T,T,T,T,T,2,2,1,1,3,7.5,51.0,24.2,45.8,6.5,0.354,-0.288,0.377,0.264,-0.291,0.363,-0.2,-0.32,-0.4,-0.537,0.156,-0.098,-0.153,0.427,0.441,0.055,-0.968,0.243,-0.979,-0.446,mobile,user-dev-02
1112,0,326258,385.49,H,902731,729,150,amex,146,0,306,306,7.7,7.7,user1112@gmail.com,user1112@gmail.com,F,T,T,T,T,T,T,T,T,3,1,2,2,1,21.4,36.5,49.3,39.4,57.7,-0.132,-0.643,-0.335,-0.218,-0.563,-0.249,-0.414,0.204,0.826,0.432,-0.422,-0.012,-0.224,-0.371,-0.327,0.195,-0.743,-0.072,-0.986,-0.304,desktop,office-pc-04
1113,0,177800,378.33,R,900982,634,150,mastercard,146,0,251,251,4.0,4.0,user1113@outlook.com,user1113@outlook.com,T,F,T,T,F,T,T,T,T,2,2,2,1,3,16.2,27.7,50.3,40.5,19.1,-0.41,-0.303,0.247,0.214,0.026,0.937,-0.624,0.143,-0.664,0.282,0.287,0.068,0.253,0.292,0.242,-0.692,0.439,0.874,0.562,-0.13,mobile,user-dev-04
1114,0,124003,209.53,C,901834,684,150,visa,166,1,694,694,14.3,14.3,user1114@corp.com,user1114@corp.com,T,T,F,F,T,F,T,T,T,2,2,1,1,3,11.7,49.4,23.1,37.1,26.4,-0.004,-0.367,-0.247,0.13,0.6,1.18,-0.356,0.142,-0.491,-0.309,-0.86,0.863,-0.213,0.48,-0.527,-1.172,0.854,-0.808,-0.517,0.601,mobile,user-dev-02
1115,0,397621,30.35,W,908764,987,150,mastercard,209,0,497,497,0.6,0.6,user1115@example.com,user1115@example.com,T,T,T,F,T,T,T,T,T,2,2,1,1,2,16.6,54.0,55.4,39.7,53.4,0.054,-0.508,0.981,0.212,0.527,-1.064,-0.508,0.093,0.431,-0.668,0.662,-0.648,0.349,-0.691,-0.465,-0.019,-0.734,-0.548,-0.042,-0.548,mobile,user-dev-04
1116,0,176332,412.56,C,909733,802,150,discover,201,0,562,562,7.4,7.4,user1116@yahoo.com,user1116@yahoo.com,T,T,T,T,T,T,T,T,F,2,1,3,3,2,49.0,15.9,27.8,15.0,53.2,0.977,-0.353,0.194,1.201,0.639,-0.335,-0.762,-0.778,0.328,-0.054,-0.092,-0.29,-0.43,0.308,-0.014,0.216,-0.819,0.895,0.589,0.535,mobile,user-dev-30
1117,0,339076,84.08,H,903103,528,150,mastercard,152,0,129,129,4.7,4.7,user1117@outlook.com,user1117@outlook.com,T,T,F,T,T,T,T,F,T,1,3,2,1,2,37.1,40.6,9.7,30.8,52.9,0.497,-0.081,0.116,0.478,-0.597,0.313,0.572,0.283,1.095,0.372,-0.46,0.085,-0.585,-0.462,0.254,-0.744,0.019,-0.048,-0.489,-0.014,mobile,user-dev-24
1118,0,149330,629.49,C,904267,219,150,amex,105,0,611,611,13.1,13.1,user1118@outlook.com,user1118@outlook.com,T,T,T,T,F,F,T,T,T,3,2,2,2,2,38.7,46.9,19.5,22.2,54.1,-0.646,1.48,0.025,-0.285,0.441,-0.584,0.049,-0.158,0.215,0.291,0.378,0.087,-0.146,-0.515,1.144,-0.035,0.454,0.119,-0.147,-0.557,mobile,user-dev-08
1119,0,157622,87.39,W,908619,885,150,mastercard,153,0,352,352,11.6,11.6,user1119@gmail.com,user1119@gmail.com,T,F,T,T,T,T,F,T,T,2,1,2,3,3,11.7,25.5,56.1,10.8,22.8,0.546,0.1,-0.15,-0.552,-0.274,-0.286,-0.244,-0.374,0.671,0.19,-1.161,0.352,1.089,-0.001,0.077,-0.252,0.587,-0.681,-0.184,0.875,desktop,user-dev-05
1120,0,366867,619.12,H,902526,223,150,amex,162,0,417,417,13.6,13.6,user1120@corp.com,user1120@corp.com,T,T,T,F,F,T,F,T,T,1,2,3,1,2,33.2,31.9,53.7,31.2,36.0,-0.744,0.391,0.258,-0.64,-0.482,0.212,0.443,0.115,-0.347,0.081,-0.113,-0.267,-0.704,0.021,-0.409,-0.064,-1.007,0.418,-0.281,0.04,mobile,user-dev-20
1121,0,210366,343.83,H,905824,360,150,visa,198,1,116,116,2.2,2.2,user1121@example.com,user1121@example.com,T,T,T,T,T,T,T,T,T,1,1,2,1,1,27.9,43.7,22.3,44.8,46.7,-0.864,0.281,-0.607,0.939,0.127,-0.32,1.251,0.67,-0.044,0.747,-0.087,0.038,-0.065,0.05,-0.31,-0.461,-0.606,0.411,-0.029,-0.804,mobile,office-pc-10
1122,0,269125,451.41,W,903429,592,150,mastercard,183,0,546,546,12.7,12.7,user1122@corp.com,user1122@corp.com,F,T,T,T,T,T,T,T,T,1,1,2,2,1,31.1,6.2,14.1,13.4,43.6,0.55,-0.127,0.422,-0.512,0.195,0.619,0.081,-0.14,0.705,0.035,-0.32,-1.357,0.475,-0.665,-0.524,-0.36,-0.146,0.559,-0.666,0.058,desktop,office-pc-02
1123,0,201585,466.57,H,907346,814,150,discover,102,0,394,394,11.0,11.0,user1123@example.com,user1123@example.com,T,T,T,T,F,T,T,T,F,2,2,1,3,1,37.3,42.7,55.7,51.9,44.3,-1.016,0.204,-0.084,-0.49,-1.032,0.594,-0.272,-0.387,-1.31,0.23,0.179,0.29,-0.077,-0.198,-0.307,0.033,0.323,0.484,0.323,-1.153,mobile,user-dev-20
1124,0,203060,142.46,S,901868,732,150,mastercard,115,1,329,329,7.6,7.6,user1124@outlook.com,user1124@outlook.com,T,T,F,T,T,T,F,T,T,2,1,3,2,1,51.9,53.1,38.2,10.7,7.8,0.845,-0.297,0.817,-0.195,0.861,-0.138,-0.763,-0.629,0.516,0.384,-0.302,-0.014,0.25,0.229,-0.521,0.617,-0.22,-0.818,-1.011,0.01,mobile,user-dev-24
1125,0,255430,533.9,H,906102,832,150,discover,146,1,351,351,2.7,2.7,user1125@corp.com,user1125@corp.com,T,T,F,T,T,T,T,T,T,2,1,1,2,2,55.5,54.4,57.4,33.4,42.5,0.507,-0.187,0.1,-0.789,-0.189,-0.021,-0.267,0.431,0.075,-0.528,-0.108,0.085,0.253,-0.134,-1.231,-0.623,0.889,-0.112,0.953,-0.944,mobile,user-dev-26
1126,0,370251,568.82,R,907245,814,150,amex,213,1,514,514,11.7,11.7,user1126@outlook.com,user1126@outlook.com,T,T,T,T,F,T,T,T,T,1,1,3,2,2,44.9,45.7,11.9,59.6,20.6,0.529,0.349,-0.834,-0.112,0.064,0.1,0.193,-0.641,0.047,0.861,-0.217,-1.457,0.135,0.112,-0.49,0.503,-0.095,0.124,-0.15,-0.21,mobile,office-pc-07
